 0 kb	 0.0% Assets/Scenes/Scenes_WoundCare.unity
 0 kb	 0.0% Assets/Scripts/Menu/NotificationPanelFull.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_Green.png
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Dig/btn_white_dig_achievement.png
 0 kb	 0.0% Assets/Scripts/Menu/LevelSelectionScene_UI.cs
 0 kb	 0.0% Assets/gui_flat/Elements/Panels/universal_slot2.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/big/500x120px/button_down_r.png
 0 kb	 0.0% Assets/UMenu Pro/Content/Scene/MainMenu.unity
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/PlayerAvatar.prefab
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/NotificationItem.prefab
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Dig/btn_white_dig_search.png
 0 kb	 0.0% Assets/Resources_moved/Animations/carousel/right3.anim
 0 kb	 0.0% Assets/Scripts/Menu/Button_Functions.cs
 0 kb	 0.0% Assets/Resources/Animations/UI/SceneGroupLeft.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/star2.png
 0 kb	 0.0% Assets/Resources_moved/Animations/bubble2.anim
 0 kb	 0.0% Assets/gui_flat/Elements/Icons/user.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/coin_holder.png
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Scripts/DebugLogRecycledListView.cs
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Animations/ContinueButtonStart 1.anim
 0 kb	 0.0% Assets/Resources/Animations/rest/NoInternet_idle.anim
 0 kb	 0.0% Assets/gui_flat_light/Elements/buttons/round/button_round_down_r.png
 0 kb	 0.0% Assets/Resources/Models/platform.fbx
 0 kb	 0.0% Assets/Resources/Sprites/nUI/LevelInfo.png
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Sprites/SearchIcon.psd
 0 kb	 0.0% Assets/Scripts/Menu/LevelSelectionScene_UI_Option.cs
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Translucence_Solid/Translucence_Solid_White/btn_translucence_white_arrow_line_next.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/GraphicRaycaster.cs
 0 kb	 0.0% Assets/Resources/Fonts/impact.ttf
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Icon/btn_icon_refresh.png
 0 kb	 0.0% Assets/Standard Assets/sky5X/sky5X_skyboxes/sky5X3.mat
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/icons and items/icons_256x256px/check_g.png
 0 kb	 0.0% Assets/gui_flat/Elements/Panels/universal_slot.png
 0 kb	 0.0% Assets/Resources/Audio/theory_pop_effect.ogg
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/UI/bubbles.prefab
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_sad02.anim
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Animations/Home.controller
 0 kb	 0.0% Assets/Resources/Sprites/nUI/icon_Hat.png
 0 kb	 0.0% Assets/Resources/Sprites/logo-CareUp_New_Onlylogo256BG.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/Level2Icon.png
 0 kb	 0.0% Assets/Scripts/Avatar/LoadCharacterScene.cs
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Animations/SkipTextLoop.anim
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/big/1000x240/button_down_g.png
 0 kb	 0.0% Assets/Resources/Animations/avatar_w.controller
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Translucence_Solid/Translucence_Solid_White/btn_translucence_white_achievement.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/icon_Shirt.png
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Icon/btn_icon_close.png
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/UI/Box_3.psd
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/UI/Button_2.psd
 0 kb	 0.0% Assets/UMenu Pro/Content/Scripts/Core/UMP_LevelInfo.cs
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Animations/ContinueButton.controller
 0 kb	 0.0% Assets/PaperPlaneTools/RateBox/RateBoxPrefabScript.cs
 0 kb	 0.0% Assets/Scripts/Menu/NotificationPanel.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/scores_Icon.png
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_idle2.anim
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/InputField.cs
 0 kb	 0.0% Assets/gui_flat_light/Font/Poppins-MediumItalic.ttf
 0 kb	 0.0% Assets/Resources/Sprites/nUI/caKeyboardOn.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/diamant/0002.png
 0 kb	 0.0% Assets/character_rotation.anim
 0 kb	 0.0% Assets/CharacterTexture 1.renderTexture
 0 kb	 0.0% Assets/DialogLevelSelect.cs
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/EventSystem/EventTrigger.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/panel_Login.png
 0 kb	 0.0% Assets/CongratulationTab.cs
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/UI/scoreLine1.prefab
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Sprites/IconClear.psd
 0 kb	 0.0% Assets/Resources/Sprites/nUI/ref_Icon.png
 0 kb	 0.0% Assets/Resources/Audio/Menu/Button_Click.wav
 0 kb	 0.0% Assets/Resources/Sprites/circle89.png
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Translucence_Solid/Translucence_Solid_White/btn_translucence_white_certificate.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_storeTab2_Close.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/pause.png
 0 kb	 0.0% Assets/gui_flat_light/Font/Poppins-SemiBoldItalic.ttf
 0 kb	 0.0% Assets/Resources/Sprites/nUI/fav_star.png
 0 kb	 0.0% Assets/gui_flat/Font/Lato-Light.ttf
 0 kb	 0.0% Assets/Resources/Sprites/nUI/LevelInfo_hl.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/big/500x120px/button_g.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/diamant/0008.png
 0 kb	 0.0% Assets/Resources/Animations/UI/CAKeyboardClose.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/notifButton.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/controls/bar_300x20px.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/medalBronz.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_storeTab_Close.png
 0 kb	 0.0% Assets/Scripts/Menu/MainMenu.cs
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Line/line_Blue/btn_line_blue_direction_left.png
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Translucence_Solid/Translucence_Solid_White/btn_translucence_white_sound_off.png
 0 kb	 0.0% Assets/gui_flat_light/Font/Poppins-SemiBold.ttf
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/UI/Box_2.psd
 0 kb	 0.0% Assets/Standard Assets/sky5X/sky5X_textures/skyX53-x.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/xButtonTop_press.png
 0 kb	 0.0% Assets/Resources/Animations/UI/diamant.controller
 0 kb	 0.0% Assets/Resources/Sprites/nUI/notif_icon.png
 0 kb	 0.0% Assets/gui_flat/Elements/Life and mana bubbles/mana_bubble.png
 0 kb	 0.0% Assets/Resources/Animations/UI/SceneGroupRight.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/checkout_cicon.png
 0 kb	 0.0% Assets/Resources/Models/avatar/w_char.fbx
 0 kb	 0.0% Assets/Loading Screen/Content/Art/UI/box.psd
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/UI/SceneGroupButtonPanel.prefab
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Dig/btn_white_dig_certificate.png
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Animations/MainMenuWindowHomeStart.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_storeTab_HL.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/medalSilver.png
 0 kb	 0.0% Assets/Resources/Animations/UI/quizPanel_pop.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/loadProgress.png
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Sprites/IconCollapse.psd
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Prefabs/DebugLogItem.prefab
 0 kb	 0.0% Assets/Resources/Sprites/nUI/xButtonTop.png
 0 kb	 0.0% Assets/Resources_moved/Animations/carousel/right1.anim
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Icon/btn_icon_control_play.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/Level1Icon.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/wRoundArrowButton.png
 0 kb	 0.0% Assets/Scripts/Menu/FormatSerialCode.cs
 0 kb	 0.0% Assets/Resources/Animations/UI/CAKeyboard.controller
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Fonts/Jovanny Lemonad - Bender.otf
 0 kb	 0.0% Assets/Carousel.controller
 0 kb	 0.0% Assets/Resources/Sprites/TranspPanel.png
 0 kb	 0.0% Assets/Resources/Sprites/check_circle_on.png
 0 kb	 0.0% Assets/gui_flat/Font/Lato-Black.ttf
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/00_Title/menu_ranking.png
 0 kb	 0.0% Assets/Resources/Models/platform_mat/Material.mat
 0 kb	 0.0% Assets/Resources/Sprites/nUI/quiz_lineRight.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/panel5_Base.png
 0 kb	 0.0% Assets/Resources/Sprites/StorePage.png
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_dance01.anim
 0 kb	 0.0% Assets/Standard Assets/Hospital Room/Standard Assets/CrossPlatformInput/Sprites/ButtonThumbstickUpSprite.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Text.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/bubble.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/LevelScoreButton_hl.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/diamant/0006.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/qLevelTestSelect_red.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/EventSystem/InputModules/StandaloneInputModule.cs
 0 kb	 0.0% Assets/UMenu Pro/Content/Prefabs/UMenuProManager.prefab
 0 kb	 0.0% Assets/Resources_moved/Animations/bubble0.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/menu_sliderSide.png
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Translucence_Solid/Translucence_Solid_White/btn_translucence_white_sound_on.png
 0 kb	 0.0% Assets/Resources/Textures/ava_backLight.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/panel4_Base.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Scrollbar.cs
 0 kb	 0.0% Assets/gui_flat_light/Elements/buttons/big/button_hover_g.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/circle/128x128px/x.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/SGPrevFrame.png
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Animations/MainMenuHome.controller
 0 kb	 0.0% Assets/Scripts/Menu/AchievementsLoader.cs
 0 kb	 0.0% Assets/gui_flat/Elements/Panels/universal_slot_down.png
 0 kb	 0.0% Assets/Scripts/Menu/AutoExpandGridLayoutGroup.cs
 0 kb	 0.0% Assets/Scripts/Menu/MuteSound.cs
 0 kb	 0.0% Assets/Resources/Sprites/crown.png
 0 kb	 0.0% Assets/Scripts/Avatar/AvatarRightEye.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/input_Base.png
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_dance02.anim
 0 kb	 0.0% Assets/Resources/Animations/UI/menuShow.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/qLevelSelect_hl.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/small_x_button.png
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Sprites/SlicedBackground.psd
 0 kb	 0.0% Assets/ToonyTinyPeople/TT_Citizens/model/Female_Citizens_customizable.FBX
 0 kb	 0.0% Assets/gui_flat/Font/Lato-Regular.ttf
 0 kb	 0.0% Assets/gui_flat_light/Elements/buttons/round/button_round_hover_g.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/InfoIconPanel.png
 0 kb	 0.0% Assets/Resources/Animations/rest/character_pop.controller
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/big/500x120px/button_r.png
 0 kb	 0.0% Assets/Resources/Sprites/Header-game.jpg
 0 kb	 0.0% Assets/Scripts/Avatar/PlayerAvatar.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/scenes_Icon.png
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Scripts/DebugLogItem.cs
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Sprites/IconInfo.psd
 0 kb	 0.0% Assets/Resources/Sprites/nUI/notif_title.png
 0 kb	 0.0% Assets/Scripts/Store/StorePopUpsManager.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_storeTab_Open.png
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/UI/Icons/dollar-coin-money.png
 0 kb	 0.0% Assets/Resources/Animations/UI/mainMenuButtonUp.anim
 0 kb	 0.0% Assets/InGameSceneStore.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/panel2_Base.png
 0 kb	 0.0% Assets/Resources/Animations/UI/mainMenuButtons.controller
 0 kb	 0.0% Assets/Resources/Sprites/nUI/char_cutout.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/panel_Login_noCut.png
 0 kb	 0.0% Assets/gui_flat/Font/Lato-BoldItalic.ttf
 0 kb	 0.0% Assets/Resources/Sprites/nUI/menu_sliderBase.png
 0 kb	 0.0% Assets/Resources/Textures/platform.jpg
 0 kb	 0.0% Assets/Resources/Sprites/logo-CareUp_New_Onlylogo256.png
 0 kb	 0.0% Assets/ToonyTinyPeople/TT_Citizens/model/Materials/TT_Citizens.mat
 0 kb	 0.0% Assets/UIParticleEffects/Scripts/UIParticleSystem.cs
 0 kb	 0.0% Assets/Scripts/Menu/VersionText.cs
 0 kb	 0.0% Assets/Scripts/Debug/AutoplayMenuPanel.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/bg_small.png
 0 kb	 0.0% Assets/Scripts/Objects/UVWarp.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_storeTab2_Open.png
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Animations/Dialog 1.controller
 0 kb	 0.0% Assets/Fonts/QUICKSAND_DASH.OTF
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/UI/Icons/puzzle-piece-silhouette.png
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Font/BebasNeue Bold.otf
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Mask.cs
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Scripts/DebugLogPopup.cs
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/RawImage.cs
 0 kb	 0.0% Assets/gui_flat/Elements/Panels/universal_slot_hover.png
 0 kb	 0.0% Assets/Scripts/Menu/ApplePaymentsUI.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/panel4_Base_w.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/round/128x128px/button_round_hover_r.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Button.cs
 0 kb	 0.0% Assets/Standard Assets/sky5X/sky5X_textures/skyX53+y.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/qLevelSelect_dis.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/rankBronz.png
 0 kb	 0.0% Assets/ToonyTinyPeople/TT_Citizens/model/Materials/TT_citizens_A_noEyes.tga
 0 kb	 0.0% Assets/Resources/Sprites/nUI/qLevelTestSelect_hl.png
 0 kb	 0.0% Assets/gui_flat/Additionsl png sizes/FullHD/buttons/medium_280x60px/small_button_bg_e.png
 0 kb	 0.0% Assets/Scripts/Menu/SceneGroupMenu.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/videoLevelIcon.png
 0 kb	 0.0% Assets/gui_flat/Elements/Scroll/scroll_bar_vertical.png
 0 kb	 0.0% Assets/Standard Assets/sky5X/sky5X_textures/skyX53+x.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/sorting_h.png
 0 kb	 0.0% Assets/Scripts/Menu/NotificationItem.cs
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Layout/GridLayoutGroup.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_Yellow.png
 0 kb	 0.0% Assets/Resources/Audio/Menu/Button_Hover.wav
 0 kb	 0.0% Assets/Resources/Sprites/nUI/qLevelTestSelect_dis.png
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/UI/LeaderBoardItem.prefab
 0 kb	 0.0% Assets/Scripts/Menu/SceneSelectionManager.cs
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/EventSystem/InputModules/TouchInputModule.cs
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_sad_idle.anim
 0 kb	 0.0% Assets/gui_flat_light/Elements/buttons/round/button_round_r.png
 0 kb	 0.0% Assets/Resources/Audio/cash-register.ogg
 0 kb	 0.0% Assets/Resources/Sprites/nUI/listElement_Base.png
 0 kb	 0.0% Assets/Resources/Animations/UI/CAKeyboardOpen.anim
 0 kb	 0.0% Assets/Scripts/Store/CharacterСarousel.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/qLevelSelect.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/LevelExclamationMark.png
 0 kb	 0.0% Assets/Resources/Audio/swoop.ogg
 0 kb	 0.0% Assets/Resources/Sprites/nUI/astr.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/coin.png
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/UI/SGPageButton.prefab
 0 kb	 0.0% Assets/gui_flat_light/Elements/check and toggle/checkmark.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/buttons/round/button_round_hover_r.png
 0 kb	 0.0% Assets/Scripts/Menu/SceneGroupPageButton.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/topLine.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/big/500x120px/button_hover_g.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_W.png
 0 kb	 0.0% Assets/Plugins/IngameDebugConsole/Sprites/IconHide.psd
 0 kb	 0.0% Assets/Scripts/Menu/StoreItemFilterButton.cs
 0 kb	 0.0% Assets/gui_flat/Font/Lato-LightItalic.ttf
 0 kb	 0.0% Assets/Resources/Sprites/nUI/groupIcons/empty.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/input2_hl.png
 0 kb	 0.0% Assets/gui_flat/Elements/Panels/window.png
 0 kb	 0.0% Assets/Resources/Animations/UI/Menu.controller
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Fonts/Jovanny Lemonad - Bender-Bold.otf
 0 kb	 0.0% Assets/gui_flat/Font/Lato-Hairline.ttf
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/big/500x120px/button_hover_r.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/buttons/big/500x120px/button_down_g.png
 0 kb	 0.0% Assets/GUI Kit Mono Round/_FONT/UbuntuTitling-Bold.ttf
 0 kb	 0.0% Assets/Standard Assets/sky5X/sky5X_textures/skyX53-z.png
 0 kb	 0.0% Assets/gui_flat/Elements/Scroll/scroll_handle_vertical.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/icons/icons_256x256px/check_g.png
 0 kb	 0.0% Assets/gui_flat_light/Font/Poppins-BoldItalic.ttf
 0 kb	 0.0% Assets/Scripts/Constraints/CopyLocation.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/rankSilver.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/leaderboardLeaguePanel.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/storePanel_base.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/house.png
 0 kb	 0.0% Assets/Standard Assets/Hospital Room/Standard Assets/Utility/AutoMoveAndRotate.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/icon_Glasses.png
 0 kb	 0.0% Assets/Resources/Textures/avatar_face.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/autoPlayPanel.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/hospital.png
 0 kb	 0.0% Assets/Scripts/Menu/MainMenuAutomation.cs
 0 kb	 0.0% Assets/Scripts/Menu/LeaderboardWaitScreen.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/rankDiamant.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/rankPlatinum.png
 0 kb	 0.0% Assets/Resources/Animations/rest/character_home.anim
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Animations/Flash.controller
 0 kb	 0.0% Assets/Scripts/Menu/LevelButton.cs
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Animations/Dialog1.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/LevelScoreButton_red.png
 0 kb	 0.0% Assets/Scenes/Scenes_Character_Customisation.unity
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Animations/Home.controller
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Animations/SkipTextLoop.anim
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Slider.cs
 0 kb	 0.0% Assets/Scripts/Avatar/LoadCharacterScene.cs
 0 kb	 0.0% Assets/UMenu Pro/Content/Art/Animations/WindowHomeStart.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/caKeyboardOff.png
 0 kb	 0.0% Assets/Scripts/Avatar/AvatarRightEye.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/input_Base.png
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_dance02.anim
 0 kb	 0.0% Assets/Resources/Audio/noI.ogg
 0 kb	 0.0% Assets/Resources/Animations/avatar_w.controller
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Icon/btn_icon_eye_close.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Layout/HorizontalLayoutGroup.cs
 0 kb	 0.0% Assets/Resources/Sprites/logo-CareUp_New_Onlylogo256BG.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_Back_press.png
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Animations/ContinueButton.controller
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_idle2.anim
 0 kb	 0.0% Assets/Scripts/Avatar/PlayerAvatar.cs
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/InputField.cs
 0 kb	 0.0% Assets/gui_flat_light/Font/Poppins-MediumItalic.ttf
 0 kb	 0.0% Assets/Resources/Sprites/nUI/caKeyboardOn.png
 0 kb	 0.0% Assets/CharacterTexture.renderTexture
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Image.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/panel2_Base.png
 0 kb	 0.0% Assets/Resources/Animations/rest/character_idle.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_Back_hl.png
 0 kb	 0.0% Assets/Resources_moved/Animations/InputField.controller
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_Red.png
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Icon/btn_icon_eye_open.png
 0 kb	 0.0% Assets/Resources/Sprites/logo-CareUp_New_Onlylogo256.png
 0 kb	 0.0% Assets/Scripts/Avatar/CharacterFirstSetup.cs
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/EventSystem/EventTrigger.cs
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_sad01.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/bg_small.png
 0 kb	 0.0% Assets/Resources/Materials/avatar/Material.000.mat
 0 kb	 0.0% Assets/Scripts/Objects/UVWarp.cs
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Layout/ContentSizeFitter.cs
 0 kb	 0.0% Assets/Resources/Animations/UI/InputField/idle.anim
 0 kb	 0.0% Assets/Fonts/QUICKSAND_DASH.OTF
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Font/BebasNeue Bold.otf
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/UI/UISounds.prefab
 0 kb	 0.0% Assets/gui_flat_light/Font/Poppins-SemiBoldItalic.ttf
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Layout/CanvasScaler.cs
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_idle.anim
 0 kb	 0.0% Assets/Resources_moved/Textures/noInternet.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/RawImage.cs
 0 kb	 0.0% Assets/GUI Kit Mono Round/_PNG/19_Function_Button/Button_Line/line_Blue/btn_line_blue_gender_female_hl.png
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_NoLines.png
 0 kb	 0.0% Assets/Resources/Audio/Menu/Button_Click.wav
 0 kb	 0.0% Assets/Resources/Sprites/nUI/LevelInfo_hl.png
 0 kb	 0.0% Packages/com.unity.ugui/Runtime/UI/Core/Button.cs
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/charCam.prefab
 0 kb	 0.0% Assets/ToonyTinyPeople/TT_Citizens/model/Materials/TT_citizens_A_noEyes.tga
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Animations/SkipKeyText.controller
 0 kb	 0.0% Assets/Resources/Animations/UI/CAKeyboardClose.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_Back.png
 0 kb	 0.0% Assets/gui_flat_light/Elements/Additional element sizes/controls/bar_300x20px.png
 0 kb	 0.0% Assets/Resources/NecessaryPrefabs/UI/CAScreenKeyboard.prefab
 0 kb	 0.0% Assets/CAKeyboard_Key.cs
 0 kb	 0.0% Assets/Resources/Animations/rest/no_internet_animator.controller
 0 kb	 0.0% Assets/Resources/Animations/UI/InputField/red.anim
 0 kb	 0.0% Assets/CAScreenKeyboard.cs
 0 kb	 0.0% Assets/Resources/Sprites/nUI/button_Yellow.png
 0 kb	 0.0% Assets/Resources/Models/avatar/Armature_sad_idle2.anim
 0 kb	 0.0% Assets/Resources/Sprites/nUI/loadBG.png
 0 kb	 0.0% Assets/Loading Screen/Content/Scripts/Core/bl_SceneLoader.cs
 0 kb	 0.0% Assets/Resources/Models/avatar/w_char.fbx
 0 kb	 0.0% Assets/Scenes/Scenes_Character_CustomisationSettings.lighting
 0 kb	 0.0% Assets/Loading Screen/Content/Art/Audio/Confirm.mp3
 0 kb	 0.0% Assets/gui_flat_light/Elements/panels/universal_panel_corner_20px.png
